32400	28	653	2BIO1	2BIO3
32400	257	327	2BIO2	2BIO2
32400	147	544	2BIO2	2BIO2
32400	147	504	2BIO2	2BIO2
32400	160	429	2BIO2	2BIO2
32400	160	226	2BIO2	2BIO2
32400	196	778	2BIO3	2BIO3
32400	196	275	2BIO3	2BIO3
32400	122	255	2BIO3	2BIO3
32400	38	243	MP	MP
32400	687	866	MP	MP
32400	54	753	MP	MP
32400	201	454	MP	MP
32400	866	874	MP	MP
32400	513	655	MP*1	MP*1
32400	20	387	MP*1	MP*1
32400	387	908	MP*1	MP*1
32400	280	510	MP*1	MP*1
32400	20	958	MP*1	MP*1
32400	1332	1412	MP*2	MP*2
32400	1238	1543	MP*2	MP*2
32400	1228	1295	MP*2	MP*2
32400	1201	1342	MP*2	MP*2
32400	1204	1359	MP*2	MP*2
32400	1214	1359	MP*2	MP*2
32400	1342	1359	MP*2	MP*2
32400	9	232	PC	PC
32400	413	826	PC	PC
32400	448	480	PC	PC
32400	488	845	PC	PC
32400	89	232	PC	PC
32400	258	269	PC*	PC*
32400	382	843	PC*	PC*
32400	335	923	PC*	PC*
32400	190	222	PC*	PC*
32400	335	765	PC*	PC*
32400	343	867	PC*	PC*
32420	372	527	2BIO2	2BIO1
32420	28	653	2BIO1	2BIO3
32420	111	927	2BIO1	2BIO1
32420	173	428	2BIO2	2BIO1
32420	72	763	2BIO1	2BIO2
32420	257	295	2BIO2	2BIO2
32420	61	147	2BIO2	2BIO2
32420	27	173	2BIO2	2BIO2
32420	27	327	2BIO2	2BIO2
32420	27	477	2BIO2	2BIO2
32420	119	132	2BIO3	2BIO3
32420	132	240	2BIO3	2BIO3
32420	255	275	2BIO3	2BIO3
32420	63	179	2BIO3	2BIO3
32420	179	199	2BIO3	2BIO3
32420	106	252	2BIO3	2BIO3
32420	122	255	2BIO3	2BIO3
32420	634	658	MP	MP
32420	564	658	MP	MP
32420	201	454	MP	MP
32420	502	605	MP	MP
32420	502	869	MP	MP
32420	513	655	MP*1	MP*1
32420	20	387	MP*1	MP*1
32420	387	908	MP*1	MP*1
32420	1332	1412	MP*2	MP*2
32420	1201	1214	MP*2	MP*2
32420	1201	1342	MP*2	MP*2
32420	1342	1359	MP*2	MP*2
32420	1512	1518	MP*2	MP*2
32420	9	48	PC	PC
32420	448	791	PC	PC
32420	120	285	PC	PC
32420	48	200	PC	PC
32420	706	826	PC	PC
32420	448	480	PC	PC
32420	71	845	PC	PC
32420	382	843	PC*	PC*
32420	533	621	PC*	PC*
32420	335	923	PC*	PC*
32420	58	176	PC*	PC*
32420	190	222	PC*	PC*
32420	744	836	PC*	PC*
32440	72	527	2BIO1	2BIO1
32440	28	653	2BIO1	2BIO3
32440	173	428	2BIO2	2BIO1
32440	471	970	2BIO1	2BIO1
32440	257	327	2BIO2	2BIO2
32440	3	884	2BIO2	2BIO2
32440	27	477	2BIO2	2BIO2
32440	160	226	2BIO2	2BIO2
32440	327	763	2BIO2	2BIO2
32440	272	778	2BIO3	2BIO3
32440	101	425	2BIO3	2BIO3
32440	196	871	2BIO3	2BIO3
32440	634	658	MP	MP
32440	564	658	MP	MP
32440	151	753	MP	MP
32440	38	243	MP	MP
32440	54	866	MP	MP
32440	201	454	MP	MP
32440	502	605	MP	MP
32440	513	655	MP*1	MP*1
32440	387	908	MP*1	MP*1
32440	1238	1543	MP*2	MP*2
32440	1594	1828	MP*2	MP*2
32440	1067	1518	MP*2	MP*2
32440	1339	1512	MP*2	MP*2
32440	1342	1359	MP*2	MP*2
32440	9	998	PC	PC
32440	9	48	PC	PC
32440	9	232	PC	PC
32440	448	791	PC	PC
32440	45	48	PC	PC
32440	826	998	PC	PC
32440	448	601	PC	PC
32440	232	706	PC	PC
32440	211	242	PC	PC
32440	89	232	PC	PC
32440	492	751	PC	PC
32440	258	269	PC*	PC*
32440	382	843	PC*	PC*
32440	335	923	PC*	PC*
32440	58	176	PC*	PC*
32440	190	222	PC*	PC*
32460	72	527	2BIO1	2BIO1
32460	400	945	2BIO1	2BIO1
32460	28	441	2BIO1	2BIO2
32460	465	927	2BIO1	2BIO1
32460	3	884	2BIO2	2BIO2
32460	147	171	2BIO2	2BIO2
32460	147	504	2BIO2	2BIO2
32460	61	720	2BIO2	2BIO2
32460	196	265	2BIO3	2BIO3
32460	778	939	2BIO3	2BIO3
32460	101	425	2BIO3	2BIO3
32460	196	346	2BIO3	2BIO3
32460	346	374	2BIO3	2BIO3
32460	364	626	2BIO3	2BIO3
32460	119	255	2BIO3	2BIO3
32460	122	255	2BIO3	2BIO3
32460	564	658	MP	MP
32460	159	874	MP	MP
32460	38	691	MP	MP
32460	54	866	MP	MP
32460	201	454	MP	MP
32460	502	869	MP	MP
32460	513	655	MP*1	MP*1
32460	387	908	MP*1	MP*1
32460	376	638	MP*1	MP*1
32460	1067	1518	MP*2	MP*2
32460	1214	1324	MP*2	MP*2
32460	1201	1237	MP*2	MP*2
32460	1201	1518	MP*2	MP*2
32460	1204	1214	MP*2	MP*2
32460	1342	1359	MP*2	MP*2
32460	1228	1232	MP*2	MP*2
32460	45	48	PC	PC
32460	706	826	PC	PC
32460	210	706	PC	PC
32460	232	706	PC	PC
32460	89	232	PC	PC
32460	382	843	PC*	PC*
32460	58	176	PC*	PC*
32460	58	836	PC*	PC*
32460	744	836	PC*	PC*
32460	335	765	PC*	PC*
32460	125	797	PSI*	PSI*
32480	650	991	2BIO1	2BIO1
32480	400	945	2BIO1	2BIO1
32480	443	637	2BIO1	2BIO1
32480	257	327	2BIO2	2BIO2
32480	257	295	2BIO2	2BIO2
32480	544	763	2BIO2	2BIO2
32480	160	226	2BIO2	2BIO2
32480	173	886	2BIO2	2BIO2
32480	132	240	2BIO3	2BIO3
32480	196	346	2BIO3	2BIO3
32480	564	658	MP	MP
32480	38	243	MP	MP
32480	201	454	MP	MP
32480	502	605	MP	MP
32480	245	874	MP	MP
32480	513	655	MP*1	MP*1
32480	387	908	MP*1	MP*1
32480	1204	1359	MP*2	MP*2
32480	1339	1512	MP*2	MP*2
32480	1342	1359	MP*2	MP*2
32480	388	492	PC	PC
32480	9	232	PC	PC
32480	242	791	PC	PC
32480	45	48	PC	PC
32480	256	938	PC*	PC*
32480	258	269	PC*	PC*
32480	382	843	PC*	PC*
32480	335	923	PC*	PC*
32480	58	836	PC*	PC*
32480	190	222	PC*	PC*
32480	85	213	PC*	PC*
32480	4	241	PSI*	PSI*
32500	443	637	2BIO1	2BIO1
32500	3	65	2BIO2	2BIO1
32500	487	984	2BIO1	2BIO1
32500	257	327	2BIO2	2BIO2
32500	147	544	2BIO2	2BIO2
32500	27	173	2BIO2	2BIO2
32500	27	327	2BIO2	2BIO2
32500	544	763	2BIO2	2BIO2
32500	160	226	2BIO2	2BIO2
32500	173	886	2BIO2	2BIO2
32500	312	612	2BIO2	2BIO2
32500	252	265	2BIO3	2BIO3
32500	119	272	2BIO3	2BIO3
32500	63	199	2BIO3	2BIO3
32500	196	346	2BIO3	2BIO3
32500	346	364	2BIO3	2BIO3
32500	564	658	MP	MP
32500	687	866	MP	MP
32500	582	687	MP	MP
32500	201	454	MP	MP
32500	502	869	MP	MP
32500	513	655	MP*1	MP*1
32500	513	638	MP*1	MP*1
32500	387	908	MP*1	MP*1
32500	280	484	MP*1	MP*1
32500	236	376	MP*1	MP*1
32500	1332	1412	MP*2	MP*2
32500	1594	1828	MP*2	MP*2
32500	1067	1518	MP*2	MP*2
32500	1204	1359	MP*2	MP*2
32500	1342	1359	MP*2	MP*2
32500	388	492	PC	PC
32500	9	998	PC	PC
32500	9	232	PC	PC
32500	120	285	PC	PC
32500	45	48	PC	PC
32500	89	826	PC	PC
32500	382	843	PC*	PC*
32500	335	923	PC*	PC*
32500	58	836	PC*	PC*
32500	190	213	PC*	PC*
32500	190	222	PC*	PC*
32520	72	527	2BIO1	2BIO1
32520	257	327	2BIO2	2BIO2
32520	257	295	2BIO2	2BIO2
32520	147	504	2BIO2	2BIO2
32520	61	544	2BIO2	2BIO2
32520	295	884	2BIO2	2BIO2
32520	122	649	2BIO3	2BIO3
32520	106	272	2BIO3	2BIO3
32520	275	447	2BIO3	2BIO3
32520	196	346	2BIO3	2BIO3
32520	70	626	2BIO3	2BIO3
32520	199	626	2BIO3	2BIO3
32520	106	119	2BIO3	2BIO3
32520	564	658	MP	MP
32520	151	866	MP	MP
32520	38	243	MP	MP
32520	201	454	MP	MP
32520	869	874	MP	MP
32520	502	869	MP	MP
32520	513	655	MP*1	MP*1
32520	513	638	MP*1	MP*1
32520	387	908	MP*1	MP*1
32520	279	510	MP*1	MP*1
32520	638	655	MP*1	MP*1
32520	274	280	MP*1	MP*1
32520	279	366	MP*1	MP*1
32520	280	484	MP*1	MP*1
32520	366	974	MP*1	MP*1
32520	236	376	MP*1	MP*1
32520	1238	1543	MP*2	MP*2
32520	1594	1828	MP*2	MP*2
32520	1201	1214	MP*2	MP*2
32520	1342	1359	MP*2	MP*2
32520	1366	1784	MP*2	MP*2
32520	9	232	PC	PC
32520	120	285	PC	PC
32520	413	826	PC	PC
32520	448	601	PC	PC
32520	89	232	PC	PC
32520	382	843	PC*	PC*
32520	533	621	PC*	PC*
32520	603	938	PC*	PC*
32520	335	765	PC*	PC*
32520	325	893	PSI*	PSI*
32540	72	527	2BIO1	2BIO1
32540	487	984	2BIO1	2BIO1
32540	111	124	2BIO1	2BIO1
32540	27	173	2BIO2	2BIO2
32540	312	612	2BIO2	2BIO2
32540	327	372	2BIO2	2BIO2
32540	119	202	2BIO3	2BIO3
32540	240	364	2BIO3	2BIO3
32540	252	374	2BIO3	2BIO3
32540	564	658	MP	MP
32540	159	245	MP	MP
32540	38	243	MP	MP
32540	454	874	MP	MP
32540	502	605	MP	MP
32540	513	655	MP*1	MP*1
32540	513	638	MP*1	MP*1
32540	387	908	MP*1	MP*1
32540	279	510	MP*1	MP*1
32540	274	280	MP*1	MP*1
32540	638	958	MP*1	MP*1
32540	366	974	MP*1	MP*1
32540	1238	1543	MP*2	MP*2
32540	1594	1828	MP*2	MP*2
32540	1201	1214	MP*2	MP*2
32540	1342	1359	MP*2	MP*2
32540	9	232	PC	PC
32540	706	826	PC	PC
32540	322	751	PC	PC
32540	89	232	PC	PC
32540	258	269	PC*	PC*
32540	269	603	PC*	PC*
32540	533	621	PC*	PC*
32540	176	533	PC*	PC*
32540	116	176	PC*	PC*
32560	28	429	2BIO1	2BIO2
32560	28	46	2BIO1	2BIO2
32560	3	65	2BIO2	2BIO1
32560	111	124	2BIO1	2BIO1
32560	257	327	2BIO2	2BIO2
32560	160	226	2BIO2	2BIO2
32560	122	649	2BIO3	2BIO3
32560	202	653	2BIO3	2BIO3
32560	70	425	2BIO3	2BIO3
32560	70	240	2BIO3	2BIO3
32560	240	364	2BIO3	2BIO3
32560	564	658	MP	MP
32560	38	243	MP	MP
32560	201	454	MP	MP
32560	502	605	MP	MP
32560	502	869	MP	MP
32560	376	513	MP*1	MP*1
32560	513	655	MP*1	MP*1
32560	387	908	MP*1	MP*1
32560	279	510	MP*1	MP*1
32560	236	510	MP*1	MP*1
32560	274	280	MP*1	MP*1
32560	638	958	MP*1	MP*1
32560	366	974	MP*1	MP*1
32560	1238	1543	MP*2	MP*2
32560	1594	1828	MP*2	MP*2
32560	1201	1214	MP*2	MP*2
32560	1204	1214	MP*2	MP*2
32560	1342	1359	MP*2	MP*2
32560	1512	1518	MP*2	MP*2
32560	448	601	PC	PC
32560	120	488	PC	PC
32560	533	621	PC*	PC*
32560	343	941	PC*	PC*
32560	181	765	PC*	PC*
32560	58	836	PC*	PC*
32560	325	959	PSI*	PSI*
32580	650	991	2BIO1	2BIO1
32580	72	527	2BIO1	2BIO1
32580	124	531	2BIO1	2BIO1
32580	124	487	2BIO1	2BIO1
32580	111	124	2BIO1	2BIO1
32580	257	327	2BIO2	2BIO2
32580	257	295	2BIO2	2BIO2
32580	147	504	2BIO2	2BIO2
32580	27	173	2BIO2	2BIO2
32580	295	884	2BIO2	2BIO2
32580	255	275	2BIO3	2BIO3
32580	101	425	2BIO3	2BIO3
32580	199	626	2BIO3	2BIO3
32580	346	374	2BIO3	2BIO3
32580	159	642	MP	MP
32580	564	658	MP	MP
32580	38	243	MP	MP
32580	691	869	MP	MP
32580	201	454	MP	MP
32580	502	605	MP	MP
32580	513	655	MP*1	MP*1
32580	387	908	MP*1	MP*1
32580	279	510	MP*1	MP*1
32580	280	510	MP*1	MP*1
32580	777	908	MP*1	MP*1
32580	236	908	MP*1	MP*1
32580	1238	1543	MP*2	MP*2
32580	1201	1342	MP*2	MP*2
32580	1204	1359	MP*2	MP*2
32580	1214	1359	MP*2	MP*2
32580	1342	1359	MP*2	MP*2
32580	9	232	PC	PC
32580	15	242	PC	PC
32580	45	48	PC	PC
32580	254	382	PC*	PC*
32580	267	382	PC*	PC*
32580	343	941	PC*	PC*
32580	181	765	PC*	PC*
32580	335	765	PC*	PC*
32600	72	527	2BIO1	2BIO1
32600	627	857	2BIO1	2BIO1
32600	486	627	2BIO1	2BIO1
32600	124	487	2BIO1	2BIO1
32600	111	124	2BIO1	2BIO1
32600	173	886	2BIO2	2BIO2
32600	122	132	2BIO3	2BIO3
32600	252	265	2BIO3	2BIO3
32600	55	779	2BIO3	2BIO3
32600	106	272	2BIO3	2BIO3
32600	70	425	2BIO3	2BIO3
32600	346	374	2BIO3	2BIO3
32600	122	255	2BIO3	2BIO3
32600	564	658	MP	MP
32600	502	605	MP	MP
32600	502	869	MP	MP
32600	513	655	MP*1	MP*1
32600	387	908	MP*1	MP*1
32600	279	510	MP*1	MP*1
32600	280	510	MP*1	MP*1
32600	236	908	MP*1	MP*1
32600	1238	1543	MP*2	MP*2
32600	1594	1828	MP*2	MP*2
32600	1201	1214	MP*2	MP*2
32600	1201	1342	MP*2	MP*2
32600	1342	1359	MP*2	MP*2
32600	1512	1518	MP*2	MP*2
32600	200	322	PC	PC
32600	211	242	PC	PC
32600	258	269	PC*	PC*
32600	254	382	PC*	PC*
32600	181	765	PC*	PC*
32600	335	765	PC*	PC*
32620	72	527	2BIO1	2BIO1
32620	28	429	2BIO1	2BIO2
32620	111	927	2BIO1	2BIO1
32620	627	857	2BIO1	2BIO1
32620	257	295	2BIO2	2BIO2
32620	160	226	2BIO2	2BIO2
32620	295	884	2BIO2	2BIO2
32620	173	886	2BIO2	2BIO2
32620	255	275	2BIO3	2BIO3
32620	39	106	2BIO3	2BIO3
32620	70	425	2BIO3	2BIO3
32620	117	196	2BIO3	2BIO3
32620	564	658	MP	MP
32620	38	243	MP	MP
32620	691	869	MP	MP
32620	201	454	MP	MP
32620	502	605	MP	MP
32620	376	513	MP*1	MP*1
32620	513	655	MP*1	MP*1
32620	387	908	MP*1	MP*1
32620	280	510	MP*1	MP*1
